date_time,classifier_name,model_params,vec_method,dataset,f1_micro,f1_macro,f1_weighted,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,report_for_labels
2018-11-18 23:56:20.062203,LabelPowerset,LogisticRegression(),Word2Vec_CBOW,hh_corpus_sz245_m20_all_v7_t_None,0.8653364269141531,0.8660350411740199,0.8620625587258456,0.9043646944713872,0.9045100841199372,0.9018854818391252,0.8295373665480427,0.834570824512032,0.8295373665480427,"             precision    recall  f1-score   support

          1       0.92      0.93      0.92       243
          2       0.85      0.61      0.71       305
          3       0.91      0.91      0.91       244
          4       0.87      0.82      0.85       209
          5       0.86      0.75      0.80       256
          6       0.83      0.74      0.78       266
          7       0.99      0.88      0.93       241
          8       0.88      0.73      0.80       304
          9       0.97      0.94      0.96       221
         10       0.92      0.85      0.88       333
         11       0.95      0.83      0.89       236
         12       0.89      0.94      0.91       216
         14       0.89      0.86      0.87       713
         15       0.93      0.98      0.95       229
         16       0.95      0.93      0.94       279
         17       0.80      0.72      0.76       217
         18       0.98      0.96      0.97       256
         19       0.91      0.81      0.86       273
         20       0.97      0.91      0.94       257
         21       0.82      0.59      0.69       322

avg / total       0.90      0.83      0.86      5620
"
2018-11-18 23:57:44.741555,LabelPowerset,MLPClassifier(),Word2Vec_CBOW,hh_corpus_sz245_m20_all_v7_t_None,0.8511606736458808,0.8533033158725599,0.8505301331391566,0.8713886300093197,0.8734914966927194,0.8704568126948042,0.8318505338078291,0.8344040817986917,0.8318505338078291,"             precision    recall  f1-score   support

          1       0.93      0.88      0.91       243
          2       0.75      0.69      0.72       305
          3       0.90      0.87      0.89       244
          4       0.86      0.79      0.82       209
          5       0.81      0.74      0.78       256
          6       0.81      0.77      0.79       266
          7       0.93      0.89      0.91       241
          8       0.81      0.75      0.78       304
          9       0.95      0.92      0.94       221
         10       0.91      0.84      0.88       333
         11       0.92      0.88      0.90       236
         12       0.89      0.90      0.89       216
         14       0.88      0.86      0.87       713
         15       0.93      0.94      0.94       229
         16       0.93      0.92      0.93       279
         17       0.78      0.74      0.76       217
         18       0.98      0.93      0.95       256
         19       0.87      0.80      0.83       273
         20       0.94      0.93      0.94       257
         21       0.68      0.64      0.66       322

avg / total       0.87      0.83      0.85      5620
"
2018-11-18 23:59:03.786516,LabelPowerset,LogisticRegression(),tfidf,hh_corpus_sz245_m20_all_v7_t_None,0.8708151720300472,0.8733948649908643,0.8671462893484131,0.9093550261475886,0.9116896094329562,0.9060912878040216,0.8354092526690391,0.8419145009618416,0.8354092526690391,"             precision    recall  f1-score   support

          1       0.94      0.92      0.93       243
          2       0.84      0.61      0.70       305
          3       0.90      0.88      0.89       244
          4       0.93      0.87      0.90       209
          5       0.83      0.70      0.76       256
          6       0.85      0.76      0.80       266
          7       0.99      0.92      0.95       241
          8       0.89      0.76      0.82       304
          9       0.98      0.95      0.96       221
         10       0.92      0.86      0.89       333
         11       0.96      0.84      0.90       236
         12       0.91      0.92      0.91       216
         14       0.87      0.86      0.87       713
         15       0.95      0.97      0.96       229
         16       0.95      0.94      0.94       279
         17       0.85      0.78      0.81       217
         18       0.97      0.97      0.97       256
         19       0.90      0.85      0.87       273
         20       0.99      0.93      0.96       257
         21       0.81      0.55      0.65       322

avg / total       0.91      0.84      0.87      5620
"
2018-11-18 23:59:33.635073,LabelPowerset,LinearSVC(),tfidf,hh_corpus_sz245_m20_all_v7_t_None,0.8610213316095668,0.8644366183828746,0.8579425925887841,0.894989441351507,0.9000102468553186,0.8922589483011087,0.8295373665480427,0.8345813528951996,0.8295373665480427,"             precision    recall  f1-score   support

          1       0.95      0.93      0.94       243
          2       0.83      0.61      0.70       305
          3       0.91      0.86      0.89       244
          4       0.91      0.85      0.88       209
          5       0.80      0.69      0.74       256
          6       0.79      0.74      0.77       266
          7       0.97      0.91      0.94       241
          8       0.89      0.75      0.81       304
          9       0.98      0.93      0.95       221
         10       0.91      0.86      0.89       333
         11       0.97      0.83      0.90       236
         12       0.90      0.90      0.90       216
         14       0.84      0.86      0.85       713
         15       0.96      0.97      0.97       229
         16       0.94      0.94      0.94       279
         17       0.86      0.76      0.81       217
         18       0.97      0.96      0.97       256
         19       0.87      0.82      0.84       273
         20       0.97      0.94      0.96       257
         21       0.77      0.57      0.65       322

avg / total       0.89      0.83      0.86      5620
"
2018-11-18 23:59:55.000457,LabelPowerset,LogisticRegression(),Word2Vec_CBOW,hh_corpus_sz245_m20_all_v7_t_10,0.7422680412371134,0.7301351903170789,0.7194967615763257,0.7860262008733624,0.7667335115864528,0.7587851167929293,0.703125,0.7158516157045568,0.703125,"             precision    recall  f1-score   support

          1       0.92      0.92      0.92        12
          2       0.58      0.50      0.54        14
          3       0.82      0.90      0.86        10
          4       0.60      0.75      0.67        12
          5       0.73      0.92      0.81        12
          6       0.67      0.31      0.42        13
          7       0.82      0.90      0.86        10
          8       0.20      0.09      0.13        11
          9       1.00      0.90      0.95        10
         10       0.67      0.50      0.57        12
         11       0.89      0.73      0.80        11
         12       0.90      0.82      0.86        11
         14       0.90      0.90      0.90        30
         15       0.83      1.00      0.91        10
         16       1.00      0.90      0.95        10
         17       0.75      0.46      0.57        13
         18       0.91      1.00      0.95        10
         19       0.71      0.71      0.71        17
         20       1.00      0.90      0.95        10
         21       0.44      0.22      0.30        18

avg / total       0.76      0.70      0.72       256
"
2018-11-18 23:59:57.411306,LabelPowerset,MLPClassifier(),Word2Vec_CBOW,hh_corpus_sz245_m20_all_v7_t_10,0.707566462167689,0.6985259401993935,0.6912050921143565,0.7424892703862661,0.725646738319152,0.7215622395444594,0.67578125,0.6856640744876039,0.67578125,"             precision    recall  f1-score   support

          1       0.75      0.75      0.75        12
          2       0.73      0.57      0.64        14
          3       0.70      0.70      0.70        10
          4       0.50      0.50      0.50        12
          5       0.79      0.92      0.85        12
          6       0.50      0.23      0.32        13
          7       0.67      0.80      0.73        10
          8       0.17      0.09      0.12        11
          9       1.00      0.80      0.89        10
         10       0.67      0.67      0.67        12
         11       0.82      0.82      0.82        11
         12       0.82      0.82      0.82        11
         14       0.86      0.83      0.85        30
         15       0.89      0.80      0.84        10
         16       0.90      0.90      0.90        10
         17       0.82      0.69      0.75        13
         18       0.83      1.00      0.91        10
         19       0.61      0.65      0.63        17
         20       1.00      0.90      0.95        10
         21       0.50      0.28      0.36        18

avg / total       0.72      0.68      0.69       256
"
2018-11-18 23:59:58.649615,LabelPowerset,LogisticRegression(),tfidf,hh_corpus_sz245_m20_all_v7_t_10,0.7198364008179959,0.7122930864248,0.6978545574825146,0.7553648068669528,0.7678021174731702,0.7510595216187321,0.6875,0.7010726854844502,0.6875,"             precision    recall  f1-score   support

          1       0.62      0.83      0.71        12
          2       0.67      0.57      0.62        14
          3       0.69      0.90      0.78        10
          4       0.62      0.67      0.64        12
          5       0.58      0.58      0.58        12
          6       0.75      0.23      0.35        13
          7       0.83      1.00      0.91        10
          8       0.75      0.27      0.40        11
          9       1.00      1.00      1.00        10
         10       0.56      0.42      0.48        12
         11       1.00      0.82      0.90        11
         12       0.83      0.91      0.87        11
         14       0.76      0.83      0.79        30
         15       1.00      0.80      0.89        10
         16       1.00      0.70      0.82        10
         17       0.71      0.38      0.50        13
         18       0.91      1.00      0.95        10
         19       0.74      0.82      0.78        17
         20       0.83      1.00      0.91        10
         21       0.50      0.28      0.36        18

avg / total       0.75      0.69      0.70       256
"
2018-11-18 23:59:58.889430,LabelPowerset,LinearSVC(),tfidf,hh_corpus_sz245_m20_all_v7_t_10,0.7020408163265306,0.6904140735751444,0.6754104684299429,0.7350427350427351,0.7586458680208679,0.7399445389679764,0.671875,0.684540932923286,0.671875,"             precision    recall  f1-score   support

          1       0.52      0.92      0.67        12
          2       0.82      0.64      0.72        14
          3       0.91      1.00      0.95        10
          4       0.69      0.75      0.72        12
          5       0.56      0.75      0.64        12
          6       1.00      0.23      0.38        13
          7       0.83      1.00      0.91        10
          8       0.50      0.09      0.15        11
          9       1.00      0.90      0.95        10
         10       0.67      0.50      0.57        12
         11       0.90      0.82      0.86        11
         12       0.82      0.82      0.82        11
         14       0.73      0.80      0.76        30
         15       0.88      0.70      0.78        10
         16       0.88      0.70      0.78        10
         17       0.60      0.23      0.33        13
         18       0.91      1.00      0.95        10
         19       0.62      0.76      0.68        17
         20       0.89      0.80      0.84        10
         21       0.45      0.28      0.34        18

avg / total       0.74      0.67      0.68       256
"
2018-11-19 00:00:40.537762,LabelPowerset,LogisticRegression(),Word2Vec_CBOW,hh_corpus_sz245_m20_all_v7_t_20,0.7353244078269825,0.7332205743846514,0.7124520442956015,0.7846153846153846,0.7644361609708039,0.7484275193062525,0.6918604651162791,0.7151043059819714,0.6918604651162791,"             precision    recall  f1-score   support

          1       0.79      0.86      0.83        22
          2       0.75      0.60      0.67        30
          3       0.88      0.71      0.79        21
          4       0.74      0.77      0.76        22
          5       0.74      0.68      0.71        25
          6       0.69      0.64      0.67        28
          7       0.86      0.86      0.86        22
          8       0.52      0.43      0.47        28
          9       0.90      0.90      0.90        21
         10       0.75      0.46      0.57        26
         11       0.86      0.86      0.86        21
         12       0.88      0.88      0.88        24
         14       0.79      0.75      0.77        59
         15       0.79      0.75      0.77        20
         16       0.95      0.86      0.90        21
         17       0.62      0.65      0.63        20
         18       0.82      0.90      0.86        20
         19       0.86      0.81      0.83        31
         20       0.90      0.90      0.90        20
         21       0.20      0.03      0.05        35

avg / total       0.75      0.69      0.71       516
"
2018-11-19 00:00:45.660787,LabelPowerset,MLPClassifier(),Word2Vec_CBOW,hh_corpus_sz245_m20_all_v7_t_20,0.6868686868686869,0.6871160328730289,0.6742700520769638,0.7172995780590717,0.7146788976719401,0.7066410144696851,0.6589147286821705,0.6737276785998765,0.6589147286821705,"             precision    recall  f1-score   support

          1       0.69      0.82      0.75        22
          2       0.78      0.60      0.68        30
          3       0.65      0.62      0.63        21
          4       0.67      0.64      0.65        22
          5       0.58      0.60      0.59        25
          6       0.70      0.57      0.63        28
          7       0.86      0.86      0.86        22
          8       0.59      0.46      0.52        28
          9       0.83      0.95      0.89        21
         10       0.80      0.62      0.70        26
         11       0.68      0.62      0.65        21
         12       0.70      0.79      0.75        24
         14       0.72      0.73      0.72        59
         15       0.63      0.60      0.62        20
         16       0.85      0.81      0.83        21
         17       0.59      0.65      0.62        20
         18       0.94      0.80      0.86        20
         19       0.72      0.74      0.73        31
         20       0.85      0.85      0.85        20
         21       0.45      0.14      0.22        35

avg / total       0.71      0.66      0.67       516
"
